"X201728"	"XNextWeek1"	"XNextWeek2"	"XNextWeek3"
"11493"	3279540,38310538	3332869,65431579	2799993,29812155	1211179,98444383
"11502"	13951986,650041	10977181,3437357	9486641,26481179	2677564,91694771
"11503"	4278096,60234391	4394340,00152958	3715621,42116145	1623391,08465671
"11506"	4221649,70510517	4346596,1324566	3691335,96707218	1626513,68862945
"11511"	8541100,23323303	7124784,11268136	5001976,35541216	2356622,46831765
"11512"	11633836,7594416	9984762,64256706	8922619,62097313	2929261,44013758
"11513"	11171633,5937804	7002800,56165734	4359601,48665672	2171997,36372473
"11514"	2436493,43560503	2406594,79306058	2078461,62761261	1041916,04721886
"11516"	2862700,38435287	2924685,0829159	2551259,75680945	1131746,36417838
"11523"	14019438,173012	11358152,2850232	10231938,1452575	2778732,11510696
"11525"	11589751,6918803	10781629,8615803	9911401,06080185	3604485,33812663
"11527"	4747915,05519908	5863571,34603341	5852360,88128152	2647382,55489337
"11530"	9502439,52095832	11755244,6785224	9935853,82453496	4736488,06982062
"11533"	10473929,9173181	8301698,77923588	7753232,0016602	2149585,56286657
"11534"	7064730,10590986	8546830,75518998	6988615,28551559	3151418,00386227
"11535"	5338399,70794046	6140641,36854913	5004988,20301441	2360226,27066194
"11537"	3087104,06075488	3199052,19910502	3045401,95859584	1378465,29393297
"11538"	2884415,88084824	2978292,14248145	2804803,28024473	1265692,07120332
"11539"	3568817,80958989	3697451,42621639	3592409,01542199	1634516,82521392
"11543"	13551204,9673292	15259437,1106792	15005313,7998633	4912396,64670943
"11550"	10434963,3226074	10962775,0905411	10481916,3051312	4233773,58769471
"11552"	4531810,2492666	3595914,15188517	2767431,99372488	950414,053171344
"11553"	11521485,2301326	9587592,85638892	7323987,21466979	2436072,59438614
"11555"	1432653,89313133	1211007,26191154	1238187,45919088	516637,175166362
"11556"	5941576,38866869	6351837,35824356	5141720,00566518	1957109,40387306
"11559"	5648246,45612745	4148002,77619174	3049966,29123837	1353336,12252794
"11560"	3481595,11920435	3073519,91102013	2642683,12284859	1393770,76380382
"11561"	14809157,6190752	10980324,6590906	8612575,27209443	2437126,16729422
"11562"	17118730,4688664	12447668,8567436	9509584,80884278	2574043,41892634
"11566"	18137161,6344851	13141106,8391469	9911561,99329623	2645686,31120357
"11571"	2645078,48238152	2501658,80778841	2194791,60467169	1081466,61127912
"11574"	4510849,29243631	3715232,74609653	2957772,67284753	1488029,95873386
"11575"	2583273,78021663	2591686,42410354	2205280,60659375	983804,22981896
"11577"	20713096,036719	13775656,4949782	11480177,5425529	2974434,01321158
"11578"	15742372,2174608	11752917,443843	10083715,3636235	2787913,91437977
"11583"	11176276,0782295	9405847,6923721	10504458,8124428	2822961,98228341
"11586"	11113453,7247445	9701304,16901197	8600061,70749483	2944529,26661072
"11587"	6981875,72470814	6779481,65419837	5656945,2993432	2489157,51027432
"11591"	11776467,4770802	10209439,492676	11448179,8892724	3086930,25067455
"11595"	14265001,7618213	11300403,3085719	10087950,5912329	2793895,38471057
"11596"	11467883,6496035	10252263,204379	9307379,53668149	3211364,12653938
"11597"	14989649,8977214	11379761,3434144	10207069,8936211	2681218,38871593
"11599"	3598068,62723627	3010598,50953784	3152526,94183942	1105130,99804527
"11604"	3758596,67931432	3845035,41029498	3372629,17972233	1464814,83748878
"11605"	3541398,60073258	3624712,62885832	3180149,95649752	1386548,63158453
"11611"	15138426,9920085	13823245,4469993	12031531,3390405	2734686,19035342
"11612"	12148073,5471253	11510800,9486699	11301882,804807	3506456,47876701
"11614"	3379803,13376518	3454319,52911989	3067567,99500903	1334692,3162625
"11618"	12703116,4981124	12468093,2228495	11629568,4449824	6145769,3187701
"11619"	2913009,02801829	3014530,53362804	2838771,91954738	1281309,77037568
"11620"	10812104,3778866	9718050,09980902	9080270,70686956	2616606,82951745
"11633"	4057459,27058637	3792212,60029828	3745166,74189434	1706021,5915358
"11636"	3406404,85979813	2822081,04891325	2654134,96673294	1148768,77105424
"11637"	4128337,2041573	3274587,59052232	2899047,86788265	1086612,32379326
"11640"	3302846,20503889	2787805,62127107	2659876,42703338	1265250,14390155
"11643"	7611787,63397361	5294563,38768461	6625554,57210853	1297055,45104659
"11644"	1575943,50210482	1545939,1508859	1599480,32390355	1171928,35817522
"11645"	5515695,10592741	4504711,91107226	4746318,33733711	960238,39719657
"11649"	1598774,88579355	1559868,93621893	1656707,00246764	1063581,96010189
"11651"	2699343,23835161	2257506,67810831	2432452,52788126	1253767,04792804
"11652"	2941497,95521023	2704056,83731254	2964284,65713032	2280910,52871138
"11657"	13523020,6310953	14152334,1984524	14422803,5811962	4824444,50345846
"11662"	4070953,13237618	3863923,79570056	3624578,91359468	2392190,14087356
"11664"	4804099,35305414	4955048,67914514	5367124,91560067	3726062,17977156
"11665"	8313075,77480263	5320436,46828952	4784498,51026019	4030138,17234419
"11667"	3436386,2792587	4147772,23512646	5017416,10887021	4026160,38205029
"11677"	1556309,29337458	1277565,49306552	1416553,60366502	927344,850380816
"11684"	3293240,43077504	3971446,4233521	4282159,3787895	1530342,67806253
"11687"	1345840,83151151	1268661,28058582	1346297,643523	818164,005163379
"11688"	7534405,37054292	7683878,4005178	6606473,90208037	1316517,47596737
"11689"	6490888,86377401	8784459,38315613	9585013,31910192	3612307,83193685
"11690"	1428280,69063332	1369298,70380568	1450926,26378198	914106,557062093
"11697"	7727191,133781	7332265,08744522	6198479,10508089	1355579,95896237
"11700"	8119245,54454319	9648489,20361693	10657041,5357504	3770539,4592866
"11701"	2654109,32500762	2390991,09777974	2444690,3391706	1613172,955234
"11704"	2759155,49222275	2343381,38321194	2724594,80687132	1193070,08717999
"11712"	3215487,89962633	2789639,42017048	2712791,47102419	1659548,78004808
"11714"	17306581,2540749	6063564,9648305	6743984,83687827	2216540,86450171
"11715"	8415080,38682831	9193316,07590422	9361923,65489178	3141468,2383906
"11719"	9494938,54670342	4992523,79085644	5400459,25884006	1772133,10629549
"11721"	5495493,23283195	3248644,20836738	3342138,6163643	1094756,73833566
"11726"	4815182,49145664	4612058,46905815	4820416,09525976	1627238,94772919
"11727"	3600884,5062615	3210008,55005422	2740099,50157271	869195,505671567
"11728"	4665527,30660392	4580055,47448727	4776819,07846826	1645949,66662931
"11733"	3406834,22648953	2944959,50738316	2508544,86319229	796319,747092846
"11736"	5716696,21588592	3804096,03307073	3842965,04933081	1238405,0080798
"11737"	4502969,61855609	4430712,49577773	4584018,25786858	1630681,15724895
"11738"	6206433,52975225	7081038,44032573	8074058,22656623	6778950,98931284
"11740"	5506776,74631887	5314253,07961851	4853652,09360907	3166098,6418914
"11742"	4881518,13244136	4744818,67800438	5027543,47211681	3384404,93722869
"11747"	3513834,01412466	3206664,26569879	3011939,04528942	1925468,47839801
"11749"	4147034,57512504	3968326,56481527	4075954,23377774	1472267,97549471
"11754"	5537525,71237365	5425511,82921542	5625558,47127635	3302846,4308315
"11756"	5960303,11545832	4522756,7487132	4589364,17335806	2926768,08277865
"11758"	3701930,06014359	3954302,2006363	3708139,23462022	2390406,64038754
"11759"	3024528,89569056	3287383,88891383	3566816,64949022	2508840,03964156
"11762"	4368088,90463806	3295237,10517141	2174220,50438802	647889,832160554
"11763"	2849310,54338216	3005445,98380632	3056200,94410822	2105300,90500179
"11770"	5121865,54649184	6545545,43095139	7305842,08234737	3291742,71854667
"11771"	3329191,03247839	3196205,25104785	2903617,99617284	1596008,54551822
"11772"	3374592,5643548	3091322,43958133	2955294,16128652	1647071,8233798
"11774"	3083088,82382394	2891277,32705091	2775141,85549469	1510971,68876807
"11775"	1755158,12835728	1549595,95438984	1778699,47398337	997150,101337868
"11776"	2992233,74571467	2215473,21017261	3393392,659613	1489437,7914253
"11778"	3349015,25865258	2235807,40894914	4204751,95438367	1575357,88956905
"11779"	1416151,48836519	1486698,45901462	1653915,31053367	305052,408569725
"11783"	2187706,08890159	2048906,66617907	2001426,05504917	1011303,07863971
"11786"	2042217,8102908	1917285,76714999	1863992,90371739	1100112,75532347
"11791"	7089394,4896351	9035582,87001305	11931554,3325915	2551895,76037968
"11792"	4088025,06214429	4160850,84430093	5123322,52196428	2288584,01639296
"11793"	2179399,06634455	1784473,92536789	1511416,44903984	637580,653625572
"11794"	1365466,25108116	1436467,17021554	1808268,61003903	300989,545915689
"11798"	1528261,50260884	1602199,950336	1808814,46481778	328362,58285901
"11800"	2242112,85331554	1970496,73501406	2395154,12512303	1309220,44057969
"11801"	1364868,06338383	1428888,34732216	1645203,15757509	293727,338551472
"11803"	8739385,70834853	7470079,45988045	6160307,18732047	4928727,15289661
"11807"	2835196,60669185	2562928,6007198	3148601,18740845	1778785,54730903
"11809"	1133702,40521444	1187973,86710946	1346284,51907186	248522,888882987
"11811"	2878236,22209611	2661488,07509569	3220384,80479786	1873677,10843645
"11813"	5455067,69143549	5074680,45069733	4682701,20999436	4857632,37446821
"11814"	4121264,34345164	3797334,70192742	3420001,5508844	2785344,03146934
"11829"	2623971,33310101	2450321,98756943	2205748,02575287	1188766,48896266
"11830"	3912390,74440023	3774555,7988528	4708896,82655825	2092598,76689865
"11832"	3737427,04743039	3950745,1935689	4975871,22852322	1540844,3911328
"11833"	5338730,54863681	4298367,71173749	5854161,51791623	2002142,55538773
"11843"	1133,48958752751	1351,6837755278	1923,83845263869	393,667875527603
"11844"	1402,73498132746	1672,66793112385	2380,46906327052	487,193879336715
"11848"	2987,09834228815	3561,16428784378	5066,24149595054	1037,59868324276
"11849"	3468,16048172229	4134,49269028831	5881,4222557651	1204,73206920412
"11854"	332122,146990259	406532,537240438	604473,170125704	113559,104089179
"11856"	120027,810478988	144308,474251934	208294,253218524	41485,6747619385
"11857"	101516,232924265	120942,083546713	171849,909909796	35276,9802887418
"11858"	112799,647562327	135586,893355732	195629,138096504	38992,7072170839
"11859"	96672,7182262786	116144,312236539	167435,313527071	33427,795481123
"11861"	76767,3206278576	92174,1822229165	132743,831667454	26554,3094468412
"11862"	48696,1073534254	58019,2171075334	82452,8606150844	16921,1266728797
"11863"	47205,389204342	56629,8353356592	81433,7027916656	16337,093366505
"11864"	44461,5231821754	53333,6280251222	76682,6312306355	15388,2558260255
"11879"	914114,891032077	691379,043842626	917440,063146628	882302,165928964
"11883"	1121979,91702023	856486,001027659	1168885,49681503	1173098,52103043
"11885"	1074331,57467994	865669,411741841	1294138,10085618	1149282,24765328
"11888"	1450064,19003035	1135896,52838712	2456912,60052584	2405311,83818919
"11889"	316370,107722578	94331,9382610045	111151,284928362	38396,7660823399
"11893"	2284186,36272388	1766476,2595089	2027437,02536872	1037453,02514128
"11907"	685641,795804831	394517,158469634	592439,90700252	108103,852709025
"11908"	481856,164558318	207897,715314205	290480,238856501	66081,1095667928
"11913"	2185859,62649391	2430678,36272104	2189417,63968384	1206894,54535738
"11920"	1882070,05644328	1972204,6971214	2114516,97030642	630499,982491067
"11922"	720953,082659372	200232,651378573	246878,366322807	75733,6615957321
"11925"	1057759,68422165	893744,975454034	727782,765424301	402514,11871847
"11928"	2539454,22978341	2404261,49188725	2522872,428451	641418,572009797
"11930"	3447739,6726918	3364299,77379539	4254465,50023584	807622,222568983
"11934"	1071895,2480448	215226,350604862	246549,577205895	89374,8990596596
"11935"	3119134,5945436	3092762,62136959	3351328,40074338	678002,738458887
"11938"	1242501,5557762	226691,260630463	255174,496222017	96005,7742774818
"11939"	5817675,52738611	6370890,50010464	7194069,12788786	1176572,65107152
"11942"	1316526,56013975	231455,484630565	259131,417412599	98678,2410298029
"11945"	3997575,43422075	4057235,29360578	4399660,41004673	826166,417114645
"11947"	937402,381731201	193084,624703096	220373,683655466	81217,5781522147
"11954"	933767,074848379	190764,358130128	216672,565047443	80671,8149440869
"11957"	2158634,55048441	283362,675117639	308150,16663551	124623,690224119
"11959"	1780692,34532226	506615,867891343	542953,826785543	194858,807698684
"11964"	3402366,36105842	2684433,8410802	1771950,81380261	792595,252504057
"11966"	952895,087382454	845768,008636635	763128,101196949	281410,662370765
"11967"	1971138,3666289	1653729,41945464	1516413,19148221	480223,300309604
"11971"	9231178,43819121	379982,962740095	408169,85663018	176785,322134169
"11972"	1452086,13032201	936135,128467916	974538,134053915	317640,433519352
"12003"	2017359,41898346	1139413,28720871	1355633,46119596	646459,058323757
"12005"	1671778,11839595	739736,850347052	799523,318005013	414260,895689661
"12007"	1518110,7321778	857817,431078375	935292,906031861	476955,565081528
"12011"	1016913,73132853	820195,719510934	772116,359463104	373565,700278792
"12018"	1088832,03771598	927964,89193741	927452,354855234	839893,816848168
"12019"	6557414,04132126	6797415,90701057	6277033,3536852	4449082,98195313
"12021"	5529191,98989092	5370268,28981041	5502087,36136303	4070803,40913937
"12022"	5064492,55070932	5000173,60214594	4953841,39252446	3644870,76507223
"12027"	6062518,07261425	6084876,46009663	6474428,29353387	4989381,66698273
"12028"	7569514,11005556	7333956,50791395	8496939,20038002	6775275,78023487
"12030"	891690,154349551	855805,422388796	742633,1796094	407647,944746352
"12031"	6936612,27308639	6880906,74307172	6509069,63925242	4940506,33355822
"12033"	5319758,00230735	5090604,74846012	4772101,197666	3207903,51158736
"12035"	11032687,2092781	11044052,1902606	9254862,19064266	2536063,28622146
"12036"	8705233,45119121	7624415,77732176	6380859,50932549	2650934,92710614
"12037"	8124786,97432278	7518936,8304295	6791603,96021656	2477597,04926671
"12039"	5498304,76633581	4980626,72180837	4413470,72552197	2308592,21240394
"12040"	11698465,0382357	12137186,6805068	10632143,0741567	1642131,07928115
"12047"	10809228,0921569	10199838,7334354	7010650,94997933	3383319,26415354
"12048"	15606889,728794	15297863,9813626	9149631,27534039	9076933,1413826
"12066"	7999691,66490464	8132032,53977051	5889303,56558632	3703101,66017206
"12067"	4252720,13687426	4331555,09747072	2673357,50748611	1753402,61632454
"12068"	3599847,04390097	3593654,30765537	2394092,03077358	1487456,15963887
"12071"	112325,579100635	100250,75075961	99615,2672072907	38659,915095209
"12072"	1260032,31454559	1105796,90502588	1098471,40917138	938073,373145975
"12074"	1628750,82767019	1522915,31787991	1511086,27021343	1180148,71946653
"12076"	2701611,01143083	2623168,38590035	2591410,28945497	1962067,15675012
"12077"	4721864,32653207	4318976,13336122	4844429,496693	3146305,30821037
"12078"	6343316,99415707	6093845,60259954	6357053,08810668	4740279,99901346
"12080"	5688187,7003887	5458695,01179927	6490437,87294756	3866163,02151479
"12081"	9061591,22645483	8547565,89038773	9110170,93717426	6885944,55546417
"12085"	6012354,07483584	5655934,32263049	5842995,13990066	4065967,83785763
"12086"	941750,277818284	896116,239956804	785686,14293649	434953,772009724
"12090"	1118183,02576762	1015841,91645984	917562,177091576	518424,920628876
"12095"	11322469,7393396	8997128,41256391	7259066,15633584	3000620,48124855
"12097"	8185997,36226136	6994817,13575668	5885930,3336338	2542646,0856037
"12101"	1622072,16278864	1573238,16739595	1472244,48470855	909556,745332303
"12102"	10367207,2813199	8877706,37303655	8195820,10909522	1857141,85127769
"12106"	1636078,05969222	1657306,89716136	1565500,23373116	957946,506630352
"12107"	1749404,68697396	1757666,72825347	1660922,67246822	1017435,22752877
"12108"	19939137,6335226	13804599,8872528	12127193,2855878	1751520,14702231
"12109"	1816166,69668076	1889942,8207835	1807839,05956046	1126580,25197471
"12113"	14207048,0586523	10728117,6553211	10759415,5194798	2149319,79282865
"12114"	704472,12064931	624057,557438473	567211,394433751	210224,241609726
"12115"	688174,251635322	608873,853112945	552555,860287398	205903,454720729
"12122"	9850413,41769145	9336044,96414029	5860131,76301036	3013516,46037775
"12123"	15531255,0003219	9151805,28268401	7791327,81021725	1966181,46034331
"12124"	11829502,0535541	10969422,2874479	6719586,95923691	3378421,56083819
"12126"	3444945,46104	3335648,99756046	3401707,58724887	2029581,5015876
"12127"	2827106,66553816	3958004,22676045	3720174,16125891	2463930,79327321
"12128"	2727454,69887097	3017453,48941815	2915188,22834968	1862360,67750208
"12132"	15359931,7975874	8834435,39512896	7178820,72075821	2062964,91600069
"12134"	4200439,22801294	4362720,16073903	5103496,08481306	3314703,88423087
"12137"	15107831,84906	8372195,95442395	6841661,16634958	1951265,55693646
"12142"	1106976,68720847	1016306,22724179	1091334,63190573	655466,135849591
"12151"	472973,401441633	397107,853801354	434874,74157119	448923,76617181
"12154"	579411,219980068	444717,930407502	481591,563171367	512566,954388447
"12156"	401129,437890596	358244,668412226	384859,026270566	229836,111828996
"12158"	5262,59164521324	3641,12826377204	10799,8635260789	3892,25802581733
"12178"	521632,64973406	653079,279922693	1157908,57193922	358355,83476822
"12179"	655811,988157545	796295,803225148	1343723,52938604	275943,752954149
"12185"	296134,187051452	266486,816566814	282593,327843894	166415,340303844
"12186"	297291,33735262	267524,381383156	283738,744824588	167142,832635506
"12189"	840831,023064578	841420,79600372	950668,36762415	267430,297284293
"12192"	1581904,16383495	1397294,38419699	1391504,22455316	864543,148745772
"12193"	292240,695302371	259520,968132585	263396,416451661	151750,049756085
"12194"	2176857,6025089	2276792,17096613	3406689,80898909	489093,529430206
"12206"	1589002,14866327	1639904,66732887	1765200,46859996	627596,074225271
"12207"	1584704,27143875	1635158,88546999	1760418,55475951	625809,740860261
"12209"	8006398,48682968	7529891,61574126	7316885,85844668	2429787,42747008
"12212"	411822,472212087	426515,907031401	372188,31844466	93256,6952378246
"12213"	4340909,6439737	6785391,05403464	9283161,31237351	3040004,14045575
"12215"	389356,597244176	453562,149760597	320600,518338034	78839,7890993909
"12216"	5838935,27863254	5395730,16446264	5973362,9326868	2487815,97609859
"12224"	3595286,21448572	4093662,84829168	3941772,89992398	722098,829220264
"12225"	3114417,05057268	3799149,19778774	4570099,23855838	1701196,31956924
"12226"	277437,699061565	246390,601486386	250575,967046841	143785,672221589
"12228"	343741,875733868	305136,2049053	307487,290198823	179018,573969678
"12229"	3552643,4094436	3416846,62864649	3501636,63806324	726460,481299315
"12233"	2370497,49221122	4435285,77438847	5363200,76569011	697532,965780235
"12236"	4045632,18289628	4540952,04058242	5073395,56161286	599519,174252904
"12237"	10909173,1412511	27253559,1231921	33404529,1650212	3703248,01832676
"12239"	9556395,83305534	9989659,28671512	17580410,6958531	3174598,88284684
"12242"	2708530,08405112	2686751,36315106	4181265,68830887	971124,62505032
"12243"	6261190,24382489	5675604,58256954	9794428,48071223	1727409,01290826
"12244"	3745160,82295634	3742150,95622022	5794780,41398143	1277397,52852331
"12246"	4147279,39800106	3913226,10660529	6296391,47015445	1339341,540381
"12249"	2179153,21335462	2168659,38391804	3362579,40177105	818846,481578769
"12251"	3564520,58180047	3248722,33602059	5348789,30463141	1387938,6243575
"12252"	1711317,14449368	1710578,06608202	2637108,19905871	681232,731941432
"12255"	1217000,71244512	1209268,99251742	1847983,09423041	646474,233202924
"12256"	211390,968276255	277193,266003934	367105,246803938	208703,294661719
"12258"	1109672,6813235	1091674,44869216	1660540,6413771	729238,888863789
"12259"	220853,384560445	291190,055950657	380357,901477442	222418,682976996
"12260"	1083513,0079276	1045331,11681487	1588487,34292816	884108,764315344
"12262"	1090869,69775065	997722,575957681	1571773,9080674	957978,403778889
"12263"	1250351,021983	1120142,87885664	1792786,45058905	1131640,03025049
"12265"	283601,702625062	352198,856511865	466337,183036533	224495,252108397
"12267"	315113,686686476	386159,119942653	506473,350516086	237654,840754137
"12268"	1821258,28220348	1452350,55120836	2573808,25556751	1881343,60405635
"12269"	161901,649186451	187766,497404915	251603,40695482	107299,147327566
"12276"	755609,96264776	1034287,34049044	1869244,38093487	684218,296975559
"12281"	2855991,55168078	4161379,79639536	3398971,19276803	1392323,78444308
"12291"	518367,792537424	638588,701637399	835079,345128975	355868,856085791
"12294"	646463,371994073	814158,78184873	886506,118329021	421742,321800862
"12295"	503697,251047765	614851,867890452	780518,923827762	329349,968436014
"12298"	485102,130919021	594277,41091876	723247,418887125	314376,741025808
"12304"	2371148,01463845	2897954,15668072	2982526,81298945	1229939,68974008
"12308"	6125317,29648426	7458683,96786577	6796700,49446969	2952816,02889554
"12317"	4164660,61257962	4349320,44610558	5141199,07262888	2588833,98574432
"12322"	1258440,55045199	1479636,56831984	1709360,36507184	599820,580096433
"12331"	2136209,99938074	2878693,97833814	3437194,53581922	798918,530780438
"12333"	2430618,32880451	3255913,44456411	3876488,26038491	808018,616890793
"12334"	2398492,33362791	3260631,69676715	3894423,53962541	884719,55615428
"12348"	1543055,73225225	1963551,84769987	5098136,68489594	4623077,28796277
"12350"	1143610,05177143	1702795,03553863	1829320,39648337	1725403,52211808
"12351"	1350357,638671	1653930,0932613	3637387,48840061	3543357,8461117
"12352"	1204425,70103234	1785461,09783091	1878144,57022506	1784079,14554929
"12353"	1343568,08650169	1582846,63659318	2455967,54751515	2385075,13930112
"12354"	1281043,21461068	1524001,82595733	2297674,07048819	2192964,01796727
"12356"	1374725,24723428	1628618,35276388	1937909,69092849	1783972,62610683
"12357"	1169636,68499957	1396201,66925253	1652031,31616851	1552240,03357345
"12358"	2442836,97857104	2825052,23210316	3433720,02286317	2958297,83476214
"12359"	1873720,71582175	2201706,0003178	2651470,67768457	2348734,97024071
"12360"	1376121,34227089	1645820,75800514	1906806,66986245	1819987,70395443
"12361"	4224337,22049877	4541785,78603405	5163381,29831391	4701050,68705202
"12362"	1222346,14257352	1492920,16841072	2192440,51697143	2019756,89044689
"12366"	1323910,82869922	1585172,45047731	1825653,08954183	1766808,14794191
"12368"	1192383,45492575	1466626,79833408	2092462,96377679	1899475,25410275
"12370"	1215413,18665514	1514036,14913586	1885725,86192285	1596904,06601132
"12372"	935830,341162949	1635830,5774224	1503620,9884313	918877,059899904
"12374"	892992,998365799	1232111,20519091	1466624,84987945	1138896,647649
"12375"	845525,816739321	1207959,51072185	1398189,71192737	1041206,06274299
"12377"	819424,911516884	1164130,21579258	1329484,47459022	986497,705666695
"12378"	797051,889213818	1152426,0887346	1297072,73793321	941285,103831819
"12379"	1372925,86234525	1865001,20486916	1691677,25091997	1829471,12654992
"12380"	1369018,89117049	1884092,19254241	1698782,85469556	1857290,27511444
"12381"	1215195,34352392	1787944,64503231	1577904,09328628	1570062,34279579
"12383"	803113,216970735	1254877,65081966	1335487,80914111	866403,846229499
"12385"	1634087,54956199	2251817,96677894	2058872,72943784	2050720,66000105
"12386"	1584061,32489416	2207473,31098598	1987792,7855051	2009827,82380871
"12387"	751981,634444395	1150142,35904233	1233803,03012145	827608,425710496
"12392"	884512,883730276	1493532,80338528	1481841,81501785	800229,850071942
"12394"	1876120,64094446	3814422,7340406	2357145,36320653	2009272,27904927
"12396"	764059,681067458	1264754,25890143	1254777,62816133	744469,393451706
"12397"	773385,484262034	1285581,38109554	1269690,41681593	747590,33138837
"12398"	1367046,85795733	2453475,3785804	2322927,4250988	940943,731024574
"12406"	1474695,4740744	1732720,11094286	2389490,15189876	2189178,17105344
"12407"	1264424,15314232	1529378,99817198	2276837,328692	2115843,29007439
"12419"	1266509,8424742	1525703,60162234	1535174,00276016	1873328,659381
"12424"	1169261,32392875	2180687,35758351	1803667,64977278	853220,73837768
"12433"	1099589,58086582	1292733,72712193	1323787,1888177	1510918,93932113
"12434"	4206119,69627793	5971395,95540456	5161280,82404011	4224290,43092649
"12435"	1028217,84840086	1180397,97820782	1388197,69467638	1558865,27156799
"12438"	3513966,67855895	5398133,66133295	4431144,09457583	3145303,45007564
"12440"	1182926,49364586	1533083,08132511	1445077,20311606	1608355,76902011
"12442"	2875610,0481029	5471205,89069581	4106529,22393956	1642482,16227067
"12448"	3917234,18725931	7269143,00099455	5175968,75478617	2042616,50487933
"12449"	1850325,72561744	2647435,30186421	2125599,59229316	2338012,17006094
"12456"	4314506,2764102	7098877,12390578	7734766,63619052	5487153,00140658
"12457"	5572286,67296573	10477746,201263	6698233,28541905	2007897,37704543
"12458"	6203759,93491475	11413919,3111667	6984464,75884543	2028488,10941216
"12464"	9309920,53257575	16137043,3897532	9119656,95811247	2609696,45243056
"12465"	4100251,89940749	6232152,86223488	9472952,55221167	4048407,42512491
"12466"	5806941,20033012	16387801,4393734	13123819,6807761	2894352,7006661
"12467"	5351509,19348756	12453795,1967597	9914726,85190407	2392697,46864264
"12469"	6903994,48318694	14794236,7649756	9901493,4633627	2544019,68567746
"12470"	9737359,35151861	17077912,2200764	9600094,71558941	2653453,90340662
"12473"	4529829,14488871	6657514,27004178	9130868,77744222	4300866,06492678
"12476"	4168960,22721936	7053036,630663	8294771,07899091	3381685,2996395
"12477"	4244598,09846533	7169051,97051647	8642398,90841174	3638887,81661303
"12483"	4336765,53209445	8579588,06489776	9899146,09521046	2533030,27673633
"12574"	211087,398682945	457533,299242279	594173,05097639	153470,107758445
"12576"	235799,587605002	735234,94831092	1380957,12672901	200709,53090513
"12580"	150517,727806908	185964,385201714	247456,532660044	144217,525029104
"12586"	122475,116986604	224715,407882901	276196,918120105	87161,1368140008
"12588"	237117,27430123	292348,676104867	387472,236211135	231019,431960284
"12590"	111916,127113134	192636,28808583	242506,286235968	81831,2205631737
"12594"	96415,7727209041	172571,193391393	248565,330872805	153163,128839263
"12597"	103475,537261851	196739,885957721	286260,922765771	181873,226306329
"12598"	111610,318135076	221935,795598571	324174,030946148	209988,724924465
"12599"	103347,466579468	196081,854246641	285241,555229021	181175,953048692
"12606"	504093,856300623	1140275,47415553	1528629,74081529	1358720,42455921
"12607"	278232,308905793	624992,204570905	893445,061661898	670581,385117163
"12611"	382663,701002439	866931,435882717	1223209,21887368	960243,758592885
"12612"	308460,002123402	696638,050723734	1009640,27114633	737985,379005141
"12614"	561571,816993519	1334177,15819561	2149702,19838313	1287892,32802539
"12618"	524165,524352819	1232552,63241791	1932146,98177728	1221011,62772321
"12622"	2201058,38099127	1705061,25749512	1901560,57856409	847071,866396391
"12624"	3804289,47187536	2330209,80965811	2058556,82771922	949200,843756159
"12625"	2082473,02947481	2223601,60520754	2840556,15477818	1149517,11317452
"12626"	1533877,10459873	1710664,60709341	2348163,8410273	901954,857453757
"12627"	1599729,17039752	1850890,72826078	2586051,95318728	974698,508274498
"12628"	146351,98614886	278691,457727271	291514,335428228	92873,5249160604
"12629"	1283549,82311735	1483138,35715317	2020469,75596244	906123,508244639
"12630"	1639496,40859999	1740012,18479461	2466527,84154959	1197088,17738606
"12632"	1101826,56359986	1348874,07066815	1759815,01102096	1260745,67813294
"12633"	1067548,20712237	1398468,44668512	1910857,84280491	1694053,48806832
"12635"	142691,20726591	256937,298277684	342694,138992532	106308,808939788
"12636"	245607,272360967	312197,062627801	415531,524506974	249471,215566302
"12652"	253738,04007308	561829,245572282	300648,311077025	106058,803592397
"12659"	53398,3361322235	80095,36764438	84097,934164317	34678,0794562481
"12660"	60508,2214480976	91601,0177301907	95927,3444308821	39513,1376923155
"12661"	62993,0134264386	94281,7609025274	99359,8543749202	41133,0375145532
"12662"	71324,7849439304	107671,42178944	113175,619065835	46828,6172753175
"12663"	70737,3690015101	106468,1809069	112073,895655498	46411,8227986335
"12664"	67524,4477196263	104513,626538479	108117,559636822	44393,6236806224
"12665"	77541,476438452	117048,038295593	123127,204886729	51046,1138833776
"12666"	93241,951822545	140616,916347396	148029,998107424	62013,4096181614
"12668"	94674,5650066808	149404,11397581	153569,368237095	63259,8409930237
"12671"	129932,487128657	206003,959379356	212811,299853544	88518,2682444509
"12676"	115178,144130412	154139,306869581	179705,086346894	78278,2454486983
"12677"	102634,629558588	124999,136198556	155184,720396245	67877,2183653475
"12678"	125062,663144434	156984,468870473	190253,715855745	83548,5608478991
"12684"	540787,898264823	933978,603147958	972580,417963508	385478,859018969
"12692"	22432,1805325938	33531,4401911563	34504,0835172244	14089,5436708939
"12695"	27812,2212929881	41836,8071731493	43020,7149987633	17578,1530743996
"12701"	1433220,88998268	1551990,95054046	1232807,5622503	436973,259164206
"12705"	1089443,75315307	1165263,29609374	948246,169448615	340368,234654105
"12708"	1018139,76927876	1166748,6685331	941339,490775043	340614,591533679
"12709"	598410,111439809	774013,518941434	689601,472524852	259463,955016804
