"X201728"	"XNextWeek1"	"XNextWeek2"	"XNextWeek3"
"12712"	580561,691023954	767273,377552675	675086,209709773	256130,034883535
"12713"	541422,431400926	722902,70701463	634736,680656957	241533,525393798
"12714"	695627,302538153	1099272,55421478	1150986,08045143	453756,547185105
"12715"	725821,099242434	1250082,04416836	1358159,60396998	541179,627776829
"12718"	1653779,61164063	1852224,15208162	1389085,5160299	491928,325469467
"12720"	2080702,52617181	2327603,23535871	1726309,56754934	610617,769932872
"12723"	1825908,87023258	2047223,36302248	1544818,87702384	548636,053107457
"12727"	550105,13003017	693465,010957206	603449,241527493	225266,870590728
"12729"	878390,186451914	1063942,37572667	886871,716374338	326867,065432706
"12730"	567585,483463667	771243,364339462	715625,22377932	272868,705873046
"12732"	1013828,72232173	1718373,60959214	1903691,27049751	759852,239545114
"12733"	212339,093703266	195176,838378583	295742,561723726	275445,828091562
"12734"	210976,688029067	195202,682687076	297181,314302906	286009,161487942
"12739"	1829888,66758405	3881287,22396203	5714632,78215028	2081596,20007453
"12742"	1838279,13074906	4275824,6280794	6369906,51554392	1815870,93866425
"12743"	1530360,03848841	3470547,97668499	5174561,8053636	1561589,1031808
"12744"	1599047,40972557	3693711,62586298	5516079,24115948	1596530,95002163
"12778"	1085016,80043638	1638532,8316963	2204371,02332531	1982912,44799101
"12784"	666790,316779048	846206,121435727	1280252,19109043	1225571,04432843
"12786"	671091,361589816	875231,172131888	1227312,23662702	1060469,58596097
"12787"	590857,748279167	758101,249761424	1138266,7063192	1074324,8028378
"12788"	665748,947958886	860806,024177441	1218751,22195777	1079444,57344426
"12789"	552431,003530774	713362,380125708	1053894,06553384	977642,514857628
"12794"	3093814,94011806	3588865,61290447	3825387,84793893	1566270,15414687
"12795"	1812251,90186864	2442721,98893515	2960523,61543252	1463166,83989449
"12796"	1643833,22273829	2287658,97619318	2833576,87043531	1411259,17718966
"12800"	3362644,57732497	8468749,59213631	12516600,9511272	2723675,5243138
"12802"	2743003,63158479	6845391,45448521	10391347,3301218	2469524,66814311
"12805"	932455,907929024	2273165,92743686	3896427,95482456	2382251,87925376
"12810"	778286,789831826	1886244,58260283	3178472,03964167	1815510,04087227
"12817"	3606,09165522597	3847,0980769039	6228,19687223645	7253,46047315914
"12818"	3418,84704267536	3648,17945865524	5908,20100290238	6881,78337787052
"12820"	2028,95299122241	1944,03593659565	2826,69962322923	3276,99486288069
"12832"	0	0	0	0
"12839"	1943406,91239453	2788227,64551764	3217843,88558773	5589188,02325105
"12841"	1121360,02343752	1432827,86669905	2064776,05630911	426066,660008772
"12843"	976737,670373122	1180591,96086006	1688001,05224666	348966,109324311
"12844"	832702,113374122	977136,590591522	1420857,69875401	313245,229423237
"12848"	682615,825309626	1184846,4981918	1099248,41412236	849841,531906584
"12849"	685187,987220014	1183176,88915995	1098801,25969056	872427,257906096
"12852"	714987,222388657	1137817,51226715	1099060,4964229	929789,874146517
"12855"	1054588,10776745	1466775,17026133	1485637,56610695	1353217,30969055
"12865"	1381145,27908533	2661848,42223612	2281103,99669849	2051170,37691668
"12867"	1145970,03670467	2066612,52264703	1973423,58854167	2173971,08998566
"12870"	3248387,77422586	5845665,90853861	6199633,41976549	7194315,39840939
"12871"	2908819,22196479	4738288,17593717	5349408,64685863	6267876,74859123
"12872"	4419880,90969978	6277648,57993984	6901032,59220604	10166756,466884
"12874"	2946015,14866628	4858254,38728391	4912388,79187335	6077134,111903
"12875"	2950905,35749167	5624549,92645086	5505593,76169451	7179869,05100619
"12879"	3064245,85145811	6463741,68606703	6069098,82927687	8267627,26217572
"12884"	80172,7924038543	87162,02217526	129491,221931897	31182,249744337
"12885"	4095566,13579119	7562189,88240508	5050304,53662371	5041471,93518746
"12886"	72145,524202067	78365,4861261843	116511,387710123	28187,2080839012
"12887"	3257563,13444006	6187071,47105882	4480344,84426497	3989222,69627636
"12890"	2189326,59468582	2480881,54587791	2285648,6255063	2537469,32445071
"12891"	1193676,66030313	1780033,54757542	1638268,76218389	1515898,7655091
"12892"	873026,834311439	1830122,51085856	1652923,19306691	1588234,2486964
"12893"	746174,026568105	1315366,45659632	1231521,25533982	1163053,74149135
"12894"	2153217,44491632	3510362,32577704	4054631,68149204	2681760,46471742
"12895"	2642169,66264578	4256112,3875692	4992942,63688103	3225871,75077528
"12896"	735178,113177965	1268865,69778053	1211279,78186132	1168937,28024398
"12897"	891657,628990876	1456617,70781271	1537954,83800258	1541957,94740898
"12899"	3267901,6594904	5063055,96921492	6276432,61768604	3599317,24031548
"12902"	939887,399020837	1568916,33561635	1734863,10982107	1150038,55026077
"12904"	353125,400095122	539084,077876917	557051,141528356	452281,636883096
"12957"	393282,819814976	595797,86334385	549991,461828545	211896,320196411
"12965"	619933,022202564	527012,805805029	448899,451407512	193485,677708015
"12966"	2706976,14664904	2551173,48744622	2164596,27522439	687961,331093337
"12973"	2276027,18564517	2197877,38659016	2182884,1173245	1634683,99805218
"12974"	11189012,6335378	10882538,3097551	9501685,19985409	4684566,96051261
"12975"	11721590,2477391	10113830,1595882	8566089,64697119	2527023,64707134
"12976"	5651570,9105637	4791816,87355397	4843779,01126453	3130278,24338954
"12978"	8223018,37503554	11774067,328514	12923288,9606196	3924436,92505206
"12980"	8744353,73358142	8912993,2115729	6995342,02779347	1455379,91860605
"12982"	2060375,87467938	1961417,6736077	1804819,59381488	946104,494751448
"12983"	3019368,51971414	2741773,87064709	2336816,19653531	1757974,42935822
"12988"	11629184,0104802	9469092,58651038	16543271,6711645	2316286,52673011
"12990"	839034,587637943	1208164,71657602	1404941,97877252	1044863,79179666
"12993"	3641921,42259963	4641661,16608254	5755507,25375938	4774931,89755669
"12995"	118000,080988703	239205,404101206	349692,300467823	229296,511260599
"13000"	28241,3604481664	73669,4255632751	292763,332414014	213358,078338846
"13002"	454128,879517897	536697,482222223	750465,65105584	853978,76323792
"13006"	70113,1084303986	259529,755477526	340476,502256288	215012,184953719
"13009"	258614,896826553	70861,7157500637	17650,2306803737	99492,4561029273
"13012"	54398,6597200602	71361,1789842397	138786,755881929	142538,205693002
"13016"	11772,7743106549	16379,5928378961	13890,281423094	20382,3814557352
"13020"	1286221,42448881	1252531,67914534	900669,366660508	501799,204432755
"13021"	741153,004526093	1350625,25387544	1232039,47245223	1032488,0621235
"13031"	3918939,20178335	4017800,06322945	3387464,93416243	1468004,064102
"13032"	6757591,65984769	8446439,37609618	6558000,60503671	3296367,69083671
"13033"	11081251,4475622	9968934,92787564	8915482,14309112	3237993,18011005
"13035"	10604676,6462859	9528617,40423125	8138053,42861741	2592615,70293367
"13036"	9018751,72234634	8558812,14703926	6897456,29927474	2404298,9100573
"13038"	4108869,88045907	3313356,70908877	2715558,50092017	943710,162622865
"13039"	7240813,7100834	5166073,88799362	5420415,81814566	3313010,29085322
"13043"	3695967,16723468	2266824,97854047	4809913,02282213	1792690,13243461
"13044"	2456155,26466151	2286750,96478692	1330352,3096534	366673,885047305
"13047"	66291,9857865399	86102,308321469	120267,717882645	116687,746303263
"13053"	1669488,93134598	1339410,66772181	1367072,97427694	380950,756424573
"13055"	1097601,74144427	887586,702882296	809322,752130971	373364,047897861
"13057"	6151738,84788838	5898799,45201243	5315691,10541926	3535910,29288242
"13058"	5379544,38975279	5400735,14910022	3836501,29336449	2389958,88244894
"13059"	778733,353060127	884568,345401528	1062723,95821862	775046,211987651
"13066"	2812464,1236349	4449787,13213323	5476174,09395445	3667869,57845657
"13072"	1635120,72237375	2763206,8856554	2129744,24106247	1990536,56378329
"13093"	1177181,83511867	1354718,62326469	1834055,21133299	874117,502366248
"13105"	490050,252270599	651229,330154022	863709,806436841	1023622,14396493
"13108"	31199,5202033598	41969,4704456838	69749,7687302202	48638,0467092637
"13113"	457583,416412479	612289,198916507	701064,855233315	479890,807812146
"13117"	434658,455090553	942223,408760526	775263,775728112	305763,653909635
"13119"	322269,609174313	429574,738522387	1303565,55430847	828273,51667378
"13124"	146230,794136107	218620,792330853	204509,255924615	75442,5806468046
"13125"	5215300,21776003	5281924,40891339	5603544,81795475	2624953,2843232
"13135"	11311,7243590032	23780,2328320344	41044,7209848491	39560,8060001845
"13139"	133857,400639774	405944,165481077	342337,400051858	213607,249482014
"13143"	53430,1321934521	86851,8480486663	132546,04088043	99037,1726026213
"13196"	4440652,30434183	3425722,93834044	2871685,97334209	1074893,75965914
"13201"	4560924,1135769	5526254,65866185	5443345,29884285	2491830,05334172
"13205"	3703699,65749063	2873865,92319047	2218263,78746841	659600,639749356
"13206"	3934779,98852192	2642938,18153699	2562695,91173956	860106,994762865
"13209"	1889792,6361537	1885230,15378812	2007812,81339889	1289694,10227023
"13211"	2123831,32354189	1956930,80249453	1480138,13815837	602346,33343495
"13215"	2830554,54605773	2572862,20653302	3147911,55764711	1791058,95872271
"13217"	3210,1675236935	3827,02930844971	5444,28803827694	1115,09664374237
"13220"	2590696,4823387	327221,384014132	353127,121054023	142620,027301359
"13221"	2441797,82473487	2244555,33311219	2344995,30332377	531579,379937141
"13222"	5660653,27899271	5360200,57963056	5396188,86139035	1077935,0255551
"13225"	1312077,49930666	976286,424434348	1325671,14364736	1437122,39602757
"13226"	541012,860024496	519201,256487413	507676,019327554	268823,818043475
"13227"	3643591,29989391	3589142,96387098	2499313,49668132	1960664,44348815
"13229"	3593833,59207075	3584343,01771404	2525654,85846245	1671675,37866466
"13231"	2548786,78093456	2262719,75846739	2029526,51179765	1083488,0001296
"13232"	10858856,5753519	9424135,69781618	8504506,29777617	1635857,36641869
"13234"	5964582,82027289	5871629,66715888	6169281,09229905	4649553,65763021
"13235"	6617634,98668337	7100096,8343552	9544126,45004987	5275643,41624078
"13236"	744232,244878018	814329,446027971	1047318,96271828	304354,023794281
"13241"	2788178,63897842	2996198,76145977	3324357,51802466	489651,809625844
"13242"	8999691,92923073	7951568,68021836	7790561,86118168	1989141,3539829
"13243"	10998920,4340426	8382604,66723883	8577083,58988231	3904375,94827085
"13244"	2725545,18039109	3753492,95117307	4486883,30450574	1019037,95015428
"13246"	6281255,63242831	7108820,78908055	9278566,72900464	5635589,43265293
"13248"	730599,199223161	941696,616669104	962754,3825269	462486,024259816
"13249"	1471981,98456249	1519755,35375063	2684172,13292088	1168984,1218177
"13251"	1011796,65527125	965252,175732735	1476515,70450096	834351,57101102
"13254"	1065768,11403543	2065089,65163192	1744830,22254768	1492587,39873853
"13256"	93356,2511031521	101674,141963867	150954,260815334	36246,3044853834
"13257"	919578,980832216	1536194,68549387	1694409,41975747	1120759,66960548
"13264"	3145600,69147034	5968743,37748865	4438886,13852388	1741630,10497
"13265"	804006,122979775	1236222,08296966	1338766,23358484	894075,987850858
"13268"	526776,150290692	704363,090929586	991813,655004091	825161,043855274
"13271"	264956,647131958	326751,141487969	432850,154609862	259919,872484627
"13272"	991583,088027026	1116104,31893482	1498422,45991413	732396,707188294
"13273"	2050013,18276779	1943756,34329439	2476989,75357675	1006964,24862667
"13276"	1303369,17017597	1423700,19819578	1135882,91648841	403953,553778711
"13278"	104348,217291021	179382,067165197	182815,66376792	77976,1662359296
"13279"	33496,1745339478	38667,1946180855	54861,2368700495	43349,8808937952
"13284"	451082,305071958	590048,300121853	644259,502579212	390462,173542034
"13286"	552711,852738392	1365694,14197193	921523,866946125	372222,345130915
"13290"	76871,2819390767	236616,654279177	252664,172149543	151618,78766826
"13291"	154740,20656321	314509,718948695	411209,303378522	125692,541284958
"13292"	123205,978380425	44330,2602868484	23076,2127520508	50692,2078843208
"13293"	210075,58594901	390385,006400515	386391,665738019	239041,000248393
"13296"	49584,5390611794	89137,9738216585	97573,9741446051	128777,750098334
"13297"	600079,787800649	559315,09578714	532965,013363788	169040,196726191
"13305"	96221,887344471	181411,026593063	274724,707192196	112065,288575551
"13306"	662305,55229202	688720,539639215	678209,276581193	871129,668464093
"13308"	76344,7053367017	113283,647049913	170573,972650268	226072,253253227
"13309"	4086,29566080975	5460,4784885425	12206,4034363793	10101,2686738272
"13310"	144152,251155226	158327,515079339	258456,288346266	314782,290257416
"13312"	2460,26403602496	3861,1035787811	6100,68882935126	3785,81866471117
"13315"	10294,2311604797	28206,7113958099	64603,6287729647	24869,6724378168
"13316"	2541,51609602364	3746,73334192475	8014,59741014849	7395,53811988697
"13317"	107731,8162718	183131,495607122	195595,03051831	190253,530588005
"13318"	24430,1901334634	33767,8021719331	80746,9025477066	62303,5068633721
"13320"	51267,353542754	85323,9071321986	152524,377621793	122255,902719667
"13332"	1183854,0659038	1383514,75605585	1366938,47452829	1574349,99209154
"13337"	37983,4563729665	113962,571211571	133785,331622116	78774,2426459725
"13338"	4891552,60840702	5592533,47121798	4557491,24370566	2169567,81914965
"13339"	3139106,14711821	2936383,01240101	2592182,22417833	1305557,76696252
"13340"	4560306,92128818	4203124,37164826	4350500,27725058	1477962,79659185
"13341"	1685918,79686146	1574423,98956414	962817,278656282	262279,577936262
"13345"	3965476,27819482	3951010,32571438	2767737,5737605	2132230,98040098
"13347"	1004871,71875821	1824694,49882538	1615508,2652495	866289,377306218
"13412"	257086,512937238	374890,356208808	181990,483294911	374347,741558044
"13477"	1479262,17231038	833445,305336105	854204,728611041	542129,069539665
"13480"	7696973,87847668	9193006,89996958	6471899,63262314	2303434,57323013
"13488"	2447737,96077887	2586680,08176643	3204086,00331722	600224,997878315
"13491"	1267306,72463694	1791016,23229395	2442936,55346321	2541241,12993737
"13503"	1807700,22653987	1958225,74494144	4905583,5627326	5350329,27860986
"13516"	123417,243874868	180363,861495619	330599,407491859	243680,304329043
"13518"	309386,292623045	468189,695023687	780469,004996053	610178,409450649
"13520"	99494,6349379155	146626,336215874	249591,054331139	179469,437170744
"13522"	470456,408968978	911914,180935682	660487,625041288	303267,677798505
"13525"	914267,346803371	1295381,6941673	1128566,77130244	649701,271528877
"13527"	446440,014305862	807276,24988288	526746,193156933	441445,858757111
"13530"	177163,554159024	322400,33326268	247854,080165908	540703,851772617
"13531"	27206,9625931115	36511,8711706932	70256,9600416575	70433,6896350063
"13537"	12357,773444958	18974,6768258127	41178,4065863325	53068,266855661
"13538"	6,07919951552512	4,6240556942924	97,2746788200222	225,259192265709
"13541"	13471797,6891156	16713948,199787	9102748,0823947	3383795,2547354
"13546"	2181843,32495372	2186928,78539472	2294542,16052799	543756,707966079
"13547"	764421,353073601	684912,803215327	764007,962378787	491798,92004081
"13548"	243980,976886557	219733,733887505	231281,79507232	134175,290119916
"13549"	2593257,52793291	2707560,32927473	2458768,61785465	496473,916830947
"13550"	4138588,31482039	5026605,73349898	6212407,63611276	1214435,42521187
"13551"	2543179,40423049	2752264,95401112	3217015,82521122	603370,489233383
"13552"	2273098,10182392	2379632,94622429	2879210,12123159	518955,684572052
"13554"	1915789,66050606	2147405,88980099	2176218,28347025	2215106,4030578
"13559"	631251,880736741	1122293,61297429	1132930,10063415	447711,815495079
"13562"	6322825,2228836	5510818,7664832	5710873,60833549	5479393,88690391
"13563"	2060546,35188027	1440080,70589134	1585973,13493443	1113953,03963003
"13564"	1330901,90317845	1256528,80325445	1385340,21703603	1283929,16959276
"13565"	568243,053181168	508174,002840702	603967,382603185	441732,262580477
"13566"	550434,322946138	444925,404871811	660372,760794635	668414,797372589
"13567"	732388,976064781	647098,445566389	730551,792410022	898774,605749541
"13568"	1657302,44007532	1451077,68276539	1573729,17788239	912213,11523148
"13570"	2417406,68268918	2817657,1331795	5512934,03967506	9468322,74305722
"13571"	1378049,42236258	1881158,07630027	2828936,17654911	2345959,2229608
"13572"	1318395,81343604	1669552,24567943	2672871,29312339	2479315,80467199
"13573"	2811206,2050409	3602749,10579865	5592078,4623782	6586347,1112937
"13576"	0	0	0	0
"13581"	219530,840863496	393213,46155786	387438,453497312	176894,717468017
"13583"	499645,810329035	918076,951813884	848974,353891469	330261,505718886
"13588"	34476,9930990946	21661,1704307567	42163,3651418752	44652,8704890094
"13592"	349710,537402458	169604,043205507	314663,611219222	327989,331036325
"13593"	437242,080256846	385860,529666049	662657,091597657	413634,117391064
"13594"	14700,5769535056	23897,8093173831	21743,8765337285	32318,9990210078
"13595"	13463,8246480078	21843,9711837454	19865,1208382716	29576,9547826858
"13597"	53592,2921487812	80832,8490700001	129346,632688046	165135,328977119
"13598"	31871,1787781605	45178,8646024133	59237,0647139532	50221,5294954902
"13603"	1388,66221311399	5341,75020934912	6961,87893511355	6409,78914776443
"13604"	678,541437117035	2440,80365864234	3184,59536986947	2886,44672659626
"13609"	956378,175614955	951822,766003632	1062910,8438127	295403,549884122
"13612"	7947043,45673297	8235437,90077672	12751493,4494802	1772994,4290797
"13624"	1412135,73754882	944744,636327771	942871,71008738	586108,807818718
"13629"	951298,028862245	767784,296730212	750949,291624798	389708,459869752
"13635"	6442278,07129309	7491488,84637352	5398915,08055303	2035729,84219644
"13636"	1173566,68148327	1098155,6041732	997681,020788167	608067,946708766
"13643"	1554165,58974133	1502215,73573293	1589846,38540992	420356,5328187
"13644"	1170852,74999699	981907,889147359	1071258,6339251	663062,347588919
"13650"	609747,605176254	523288,277025213	550932,004347801	317339,349453952
"13652"	518831,238514952	462994,563441837	501682,701501511	306634,586261961
"13657"	1586590,2253187	1670257,72978088	2281044,06114068	354995,996391241
"13669"	3509387,86109994	4376414,85069047	5265801,6663581	1051025,72282353
"13677"	1007528,65266005	1477422,29215178	1927347,25432683	1833043,97252523
"13687"	433566,641093154	946803,343880859	571606,810983397	207180,087143785
"13691"	0	0	0	0
"13696"	4811179,998781	4095797,55150833	3606260,78814929	2044694,86268937
"13699"	958794,323347198	885750,271885763	956575,685321632	576536,89918676
"13704"	672523,735367522	619849,453412255	685105,026383464	429053,741517091
"13706"	3377770,76822254	2512693,99610817	3468100,51052746	1567108,59531976
"13708"	1886483,74173371	1418291,30181249	2095000,45213705	918733,574506324
"13710"	2903885,20911984	3027849,51296445	4518418,9937505	650144,302707188
"13711"	2713840,36968052	2461780,68358448	1763721,72028946	1502039,30705569
"13724"	1327816,41711647	2077788,64518974	2788490,80842569	2292364,59875038
"13727"	1806871,36222965	1986926,4728429	2997332,95635523	3771317,47577262
"13728"	1366701,34759308	1688694,29828627	2789192,8986034	2612616,44530102
"13745"	227889,544639114	312902,153450768	366447,629908628	158523,885251846
"13747"	217776,094074262	303609,191060095	351599,354013479	152393,401662282
"13748"	164963,516883711	198988,050067833	249494,011976311	109084,751562599
"13749"	123745,048248553	149681,663598402	187098,882109283	81912,2468735372
"13755"	1240386,91359148	3733744,81667836	1982000,26822412	792367,636285695
"13756"	1232510,81555385	3661406,4208334	1953305,48762474	786621,59979248
"13757"	571391,744385686	925559,832998223	747830,758985945	377544,928881642
"13762"	1471084,62792024	1985753,84010146	1516948,81073502	900123,211493658
"13764"	3222852,29441926	2785112,3765345	2321911,57423844	1652158,38692589
"13765"	909971,709382048	1296156,22745819	1110584,12420227	635750,47208195
"13768"	390966,961733932	598456,717715768	541067,49642082	224656,595166614
"13771"	33236,3131265057	20823,1354045545	40604,9027844041	43082,2873919802
"13775"	171515,641788795	194844,489838879	230801,467280476	194128,155348513
"13779"	195053,057161575	97591,6020053019	186213,918041953	199985,481544216
"13782"	143806,947733415	314705,295120156	418973,499395746	577714,30847128
"13783"	192256,613590446	347681,160027952	263460,831972465	575305,694922018
"13784"	174473,577181022	322967,797959918	251689,562825693	552118,04502749
"13785"	129558,717614234	228770,973952292	182842,761245178	384937,691352766
"13786"	11292,3092275595	18340,427906711	16671,015455	24904,707414679
"13789"	60241,636391406	102397,344128099	174936,818819794	233473,237158359
"13790"	51986,7279458573	70133,1006797444	82822,3212105828	114212,911567339
"13792"	199017,901030415	430859,332134072	1090208,2764066	669082,444157229
"13794"	55532,4667412218	63153,3995587414	131951,61749486	84720,6150866729
"13802"	48136,3458566328	67386,7586289771	86300,1529512049	73045,5585944474
"13803"	34543,855044675	48867,4105545441	63802,1137923174	54081,1736097254
"13804"	102192,731503029	130721,00978556	158442,666697226	132751,038605601
"13813"	792,520968005886	2884,8806398421	3763,11014873999	3419,41204030423
"13815"	6,68421273127306	5,08425029692995	106,955635349488	247,677405048726
"13824"	1826431,74566952	1702092,55092628	1556856,45971129	996389,533659132
"13825"	701867,389503888	654605,113380998	590061,824777396	343792,143093975
"13831"	1700767,26665318	1747387,92574161	2284161,06789625	1824814,40253906
"13837"	1846284,57748448	1917193,52317077	2242650,33289803	405380,11678979
"13838"	3572773,99412809	3451775,49951465	2833067,89611773	2198204,93954124
"13841"	3037551,15739648	3037489,76551821	3730988,82238466	535683,783684636
"13845"	16555957,89745	15040316,9593831	17041973,9755655	2643514,36901002
"13846"	2079268,5373355	2167833,44946044	2524428,5262156	435891,874247315
"13847"	5874840,53760047	9403098,08659993	11255754,2413812	1469770,01518116
"13852"	2734824,06575349	4200402,81096978	6246543,43539853	1216360,81782845
"13856"	758690,950027529	1114822,36059429	1447721,63335364	1386001,67170833
"13862"	60820,2780227163	43082,0988231918	45958,0313776989	29729,1012088507
"13865"	0	0	0	0
"13867"	2156162,28005958	1999210,22343368	1837149,79062944	1201252,06484262
"13870"	1252647,04253298	1048086,75588614	1149329,15298558	696670,755450758
"13872"	1530811,03347987	1339053,58534855	1774792,64035142	3292274,21219789
"13873"	1929817,53243012	1565636,96469531	1835509,90297139	3653309,46008642
"13874"	1039738,69177284	837581,129557381	891075,391977564	520769,171013979
"13876"	837630,365139322	751659,707814415	845916,105878789	553444,221271069
"13878"	653460,112250583	569906,668909856	637722,681377009	746505,314214864
"13879"	1852824,34559269	1599643,02124533	1861815,45220409	1024586,46315167
"13886"	281564,600320554	423717,314938898	568163,189095188	399535,177226772
"13887"	2410427,42448421	2434991,36219957	4919298,30180282	7753013,44853123
"13888"	1756221,1456201	1952772,77110415	3021654,15685853	4363860,32680923
"13890"	1744768,90447618	2370040,10288044	3433278,28450593	3820105,01102726
"13892"	1305142,78554466	1627506,54834172	2639089,8166244	2601452,90690647
"13909"	211649,857736165	255529,327073058	321361,708189705	140075,892869572
"13916"	296261,682983753	496184,409395063	415404,55962368	194878,018196592
"13918"	484855,919332326	957443,232110339	685679,848065851	312973,123638552
"13923"	1303061,41286267	2106809,39403712	1467027,51369776	800550,286311304
"13931"	1323704,20926668	901926,909011994	1881127,8154867	808274,371479232
"13936"	146526,197595946	389785,348582695	656036,531276064	1018696,8879744
"13937"	137586,49918757	120068,032184852	207917,04834529	95136,8224020189
"13944"	35569,4521822155	49358,4914391447	95197,3603578688	105591,38216537
"13948"	83950,363652715	113669,59129326	139690,791696923	117367,453060554
"13949"	59110,0829950966	40614,6552495512	44459,295325077	30186,9562976637
"13959"	252090,289601491	449510,004078049	438779,464658954	185687,98751547
"13962"	121289,731018126	212597,081056237	452363,660309018	227757,494446069
"13965"	559768,478592439	513501,761863285	574332,993542027	369904,542205261
"13995"	4472535,21530882	7253737,07843958	7894985,98660555	4097255,77075908
"13996"	56472,3677414182	95188,0543141493	239989,628055281	366408,619830792
"14015"	0	0	0	0
"14016"	0	0	0	0
"14017"	3322171,24279608	2999131,91642129	2842278,55771544	1803636,14384195
"14018"	2676177,49008367	2760836,94581639	2955049,50408696	2005341,99515409
"14019"	583109,362477945	1716630,63929379	4141485,44587791	1239473,04303129
"14035"	4173117,60607764	3118450,28899713	2908238,11481997	950290,134766886
"14037"	1825936,76537837	3302716,95760524	3053865,61384655	3289971,81847096
"14038"	1832592,56698717	2098670,69236062	3863775,84242969	5605873,38224239
"14039"	11835262,823725	10878537,2548496	8225660,88165329	3860593,41777075
"14040"	11788885,1637367	11331277,0659284	10284971,0433221	3692453,8245714
"14041"	938542,039969781	1264706,6205842	1528385,60562421	1216069,76852327
"14042"	1587942,33007682	1299052,75646174	1237738,84605324	1670119,74619847
"14043"	520973,950131847	580949,705883309	837555,575571051	181682,371559466
"14055"	4586595,42923412	4769330,33470172	7283288,55599676	1026065,05990179
"14076"	47176,4378944276	70971,1438809094	63955,0900658492	32233,2588675772
"14081"	1962254,06394375	1957831,20983992	2062693,70073043	500354,28156286
"14084"	774577,797293835	783143,887767022	647703,504520254	347245,55847393
"14086"	6831850,03554126	9175013,0537373	9567281,56365331	4132027,44691546
"14122"	403482,510889127	453490,463578518	691348,960531602	511659,590656859
"14136"	7891653,79700136	6267834,98796519	6210681,71928282	4812935,27972363
"14157"	5665879,82884242	5098833,38924283	1616987,2044274	344807,137467431
"14245"	5257706,92940868	5368847,84276482	4247769,69741827	1485230,29299005
"14435"	2981397,1090869	3559470,34514023	4979199,54890302	4013189,00990578
"14455"	677094,262100147	588491,455205904	616709,756353278	310450,260048214
"14495"	1624011,93239325	1297798,64526698	1104360,17681206	445068,678797112
"14556"	3520002,98478406	3508497,80811443	2350820,29651442	1448617,59524243
"14656"	4441978,70448311	3613162,77181195	2854808,52337927	1522472,28008529
"14676"	1044370,90488186	1391926,47319914	1400863,62676692	531734,789773566
"14678"	31036,3899514984	49418,379920827	40024,3508280806	61525,187350092
"14679"	26978,6171404573	44123,1614529555	39563,4254148196	58417,6819958493
"14681"	226130,211508969	226163,584786275	307222,833971795	247520,892477822
"14682"	270177,760800639	230390,599849151	369825,807330594	286879,483380459
"14795"	173370,508583964	305154,758748401	195493,337042416	296055,138690808
"14796"	62663,4531258777	66729,1463885247	63633,1486175377	75632,8988874245
"14799"	11714952,0916707	15878923,412583	11262644,0685623	3026740,49386364
"14837"	7518714,99940213	6963709,06386499	6017858,23112559	1331939,02825661
"14882"	4377996,97537418	4322916,78800761	4252678,44831323	3175500,31170454
"14937"	9980,19155505844	25109,8057832942	38529,4854024316	35989,1908168797
"14976"	209064,781097734	247299,995800397	378195,242131617	293657,297222203
"15118"	1712069,38477886	6310125,04456954	3063734,26281095	1099034,38152507
"15196"	2427939,20478417	2420649,34381755	2073841,74214886	935778,417717256
"15236"	23640,888302209	29479,3944242919	48329,5070824291	46527,3957201772
"15375"	297363,162803759	418834,646980549	541688,088509964	419668,1031522
"15397"	1768296,70619085	1851052,63082206	2663494,31491877	396400,388628412
"15403"	7842992,08637121	5745120,17477941	2634719,86209225	621502,364235649
"15455"	1185,20122571711	3106,83541726148	5398,33815827479	2600,20256979862
"15456"	505106,192165111	617230,09135357	1117825,90127312	369146,161270276
"15460"	46919,976153571	122517,97389303	134478,313766051	304736,152240013
"15461"	71447,0059851636	151854,101521304	171622,339780868	230354,106396503
"15462"	23631,2582063459	209747,772528113	305674,40073511	302069,931187843
"15515"	583,802612114379	444,061061986232	9341,56075034013	21632,2732148619
"15516"	2918,62907795675	12046,4689651876	15675,2748395681	14605,2843294351
"15517"	321252,070965707	499995,983241594	986149,02941881	1800632,35114609
"15518"	22373,8551425846	35890,5810737855	76954,4470559139	123284,570370949
"15595"	58582,0121823203	87734,2592687863	92366,1343251118	38171,9290461318
"15621"	393832,290939611	595090,369993765	549890,735696004	212942,15334832
"15636"	178057,953622823	267817,482186711	247603,305668967	96151,8201415707
"15655"	318362,857444227	577156,120923662	530818,894407671	223694,333876199
"15657"	86112,2228704957	155689,643367771	140766,051060534	11448,8185322608
"15658"	11508,9834507541	20302,8194649866	34283,5004476503	19257,6079349406
"15659"	49613,5715910869	72890,0423417932	80544,6730905669	125119,50504089
"15715"	33044,453119005	39397,8178788244	49920,2527421516	22576,5031081264
"15716"	42834,6832533614	52617,0892208593	62688,2122102764	25454,0268541935
"15717"	1455795,7616047	2092008,17963956	2195508,65107571	2241859,27565693
"15796"	3225824,2637007	2645800,79312122	1998650,44510853	1598636,67258346
"15817"	410029,727991616	690272,267702822	662573,832258629	598304,961073018
"15859"	910595,832757494	1104381,32909568	1457439,58214101	976876,595113783
"15860"	415104,175310969	1009061,562268	1442348,82285551	362880,224082653
"15915"	30188,4990306104	41171,6586620798	100443,533159398	70493,8056927764
"15956"	0	0	0	0
"15957"	0	0	0	0
"16015"	76174,4423189271	136899,805326569	123295,110407555	9871,51222744338
